#Total No. of Collocate Types: 159
#Total No. of Collocate Tokens: 1279
1	160	118	42	3.54754	и
2	130	128	2	5.49802	а
3	65	39	26	5.74505	так
4	56	13	43	3.44533	что
5	44	42	2	4.35779	но
6	42	2	40	4.06390	этот
7	33	0	33	1.06896	в
8	32	16	16	6.22215	вот
9	29	12	17	4.58949	такой
10	21	1	20	4.57684	уже
11	19	1	18	2.77841	это
12	18	8	10	3.36739	я
13	18	0	18	6.59745	почему
14	18	0	18	2.82329	как
15	17	2	15	2.88440	они
16	17	11	6	1.73690	быть
17	16	14	2	6.87891	ну
18	15	2	13	3.90799	только
19	15	0	15	2.19573	он
20	14	2	12	4.87891	вы
21	13	0	13	3.21011	она
22	12	0	12	5.80246	тут
23	12	0	12	5.15972	например
24	12	0	12	0.84207	на
25	12	1	11	3.65441	если
26	11	3	8	5.39846	ты
27	11	0	11	1.20948	с
28	11	1	10	2.74685	мы
29	10	4	6	1.60183	то
30	10	1	9	4.26096	сказать
31	9	1	8	5.10130	теперь
32	9	2	7	3.58673	когда
33	9	2	7	3.41009	еще
34	9	8	1	4.94472	да
35	8	2	6	5.03419	здесь
36	7	1	6	4.59822	тогда
37	7	0	7	1.59649	к
38	6	3	3	2.24306	человек
39	6	1	5	4.04516	сейчас
40	6	1	5	1.68555	о
41	6	0	6	3.19798	какой
42	6	6	0	2.55371	или
43	6	4	2	3.15080	говорить
44	5	0	5	1.98953	у
45	5	5	0	2.55816	россия
46	5	0	5	4.73162	пример
47	5	0	5	0.70180	по
48	5	0	5	-0.36063	не
49	5	3	2	1.11974	год
50	5	1	4	4.29460	ведь
51	4	0	4	3.60691	там
52	4	0	4	6.53942	собственно
53	4	0	4	6.66919	откуда
54	4	0	4	6.55502	однажды
55	4	1	3	1.71335	один
56	4	1	3	5.65232	недавно
57	4	0	4	2.71664	кто
58	4	1	3	7.49362	картинка
59	4	0	4	1.16681	для
60	4	0	4	2.87523	два
61	4	0	4	3.24095	вопрос
62	3	2	1	6.66354	электрон
63	3	0	3	4.72691	уж
64	3	0	3	1.15179	тот
65	3	1	2	3.29286	просто
66	3	0	3	4.76268	про
67	3	3	0	6.57608	перемена
68	3	0	3	0.96962	от
69	3	0	3	3.66073	оно
70	3	0	3	3.43954	оказаться
71	3	3	0	2.77937	нет
72	3	2	1	4.91535	немец
73	3	3	0	3.09939	наука
74	3	3	0	3.90866	казаться
75	3	3	0	6.22060	импульс
76	3	0	3	1.65301	другой
77	3	1	2	1.71518	до
78	3	1	2	7.10895	беда
79	2	2	0	3.45287	язык
80	2	2	0	6.43472	ядро
81	2	2	0	4.49362	энергия
82	2	2	0	4.87891	чувство
83	2	2	0	4.78396	чистый
84	2	0	2	7.03419	чисто
85	2	2	0	4.97006	ценность
86	2	2	0	3.45287	хорошо
87	2	2	0	2.88629	уровень
88	2	1	1	5.65232	тюрьма
89	2	1	1	2.97529	тоже
90	2	2	0	5.14784	темп
91	2	0	2	11.07858	схематично
92	2	1	1	1.39208	стать
93	2	2	0	8.27123	сосна
94	2	1	1	3.44559	смотреть
95	2	1	1	2.37468	слово
96	2	1	1	2.58873	сегодня
97	2	0	2	1.43472	самый
98	2	1	1	1.86669	сам
99	2	2	0	3.35748	рубль
100	2	0	2	2.50115	результат
101	2	2	0	4.25840	режим
102	2	2	0	5.90866	редакция
103	2	2	0	3.02873	ребенок
104	2	2	0	5.03419	разговор
105	2	2	0	3.28416	путь
106	2	0	2	4.94930	прямо
107	2	2	0	2.75665	процесс
108	2	1	1	5.36433	признак
109	2	2	0	3.77024	правда
110	2	0	2	2.44922	последний
111	2	1	1	1.89992	после
112	2	0	2	3.35748	перед
113	2	0	2	1.52880	первый
114	2	1	1	4.28416	ответ
115	2	0	2	3.14194	основной
116	2	0	2	4.71226	оказываться
117	2	2	0	4.92883	означать
118	2	0	2	5.04516	объявить
119	2	2	0	2.87157	образование
120	2	0	2	6.99112	неожиданно
121	2	0	2	2.80478	некоторый
122	2	1	1	4.27123	наконец
123	2	1	1	2.67984	надо
124	2	1	1	11.07858	муравейник
125	2	1	1	5.36433	музей
126	2	0	2	5.97006	мол
127	2	2	0	1.61608	можно
128	2	1	1	3.66495	метод
129	2	2	0	4.35066	медведев
130	2	0	2	6.94930	краткий
131	2	0	2	5.92883	кошка
132	2	2	0	-0.25820	который
133	2	1	1	4.78396	кандидат
134	2	0	2	-0.03451	из
135	2	1	1	2.46387	идти
136	2	2	0	2.96484	земля
137	2	2	0	7.43472	заблуждение
138	2	0	2	0.30379	за
139	2	2	0	2.05483	жизнь
140	2	0	2	1.90991	должен
141	2	0	2	5.33711	дмитрий
142	2	1	1	1.77937	дело
143	2	0	2	6.46387	де
144	2	2	0	4.28416	далее
145	2	1	1	3.36777	группа
146	2	2	0	2.78166	город
147	2	0	2	2.80712	главный
148	2	1	1	4.39910	выходить
149	2	1	1	0.63253	все
150	2	2	0	7.22060	воевать
151	2	1	1	3.19594	вода
152	2	2	0	2.09701	власть
153	2	0	2	2.53942	видеть
154	2	0	2	0.46571	весь
155	2	1	1	6.29722	вертикаль
156	2	0	2	1.19823	бы
157	2	2	0	4.88876	атом
158	2	1	1	4.10130	александр
159	2	1	1	4.32369	автор
